Job,Production_Plan_ID,Operation,Machine,Arrival,Deadline,Start,Processing Time,End,Lateness,Tardiness,Earliness
121,5,2,M05,8548,11031,10080,52,10132,-899,0,899
126,6,0,M01,8686,10769,10080,46,10126,-643,0,643
111,9,8,M04,7975,10678,10083,90,10173,-505,0,505
107,5,6,M00,7893,10376,10089,47,10136,-240,0,240
117,2,2,M03,8410,11253,10089,39,10128,-1125,0,1125
120,1,3,M09,8538,11091,10104,11,10115,-976,0,976
122,9,3,M06,8558,11261,10111,7,10118,-1143,0,1143
129,4,0,M02,8765,10732,10111,14,10125,-607,0,607
104,3,1,M02,7744,11023,10125,95,10220,-803,0,803
116,1,4,M03,8324,10877,10128,69,10197,-680,0,680
129,4,1,M00,8765,10732,10136,6,10142,-590,0,590
113,7,6,M08,8089,10787,10141,19,10160,-627,0,627
126,6,1,M00,8686,10769,10142,37,10179,-590,0,590
129,4,2,M01,8765,10732,10142,22,10164,-568,0,568
114,4,9,M06,8229,10196,10143,53,10196,0,0,0
112,5,4,M08,8016,10499,10160,48,10208,-291,0,291
113,7,7,M09,8089,10787,10160,48,10208,-579,0,579
125,2,0,M01,8671,11514,10164,91,10255,-1259,0,1259
129,4,3,M05,8765,10732,10164,61,10225,-507,0,507
100,8,8,M04,7558,10547,10173,26,10199,-348,0,348
128,0,0,M00,8733,10711,10179,29,10208,-503,0,503
107,5,7,M06,7893,10376,10196,65,10261,-115,0,115
126,6,2,M03,8686,10769,10197,61,10258,-511,0,511
109,7,6,M08,7912,10610,10208,19,10227,-383,0,383
112,5,5,M09,8016,10499,10208,72,10280,-219,0,219
113,7,8,M07,8089,10787,10208,36,10244,-543,0,543
131,1,0,M00,8963,11516,10208,43,10251,-1265,0,1265
127,7,0,M02,8711,11409,10220,31,10251,-1158,0,1158
115,6,9,M04,8230,10313,10232,55,10287,-26,0,26
105,1,9,M08,7760,10313,10242,30,10272,-41,0,41
91,3,9,M05,7006,10285,10242,43,10285,0,0,0
130,0,0,M00,8954,10932,10251,29,10280,-652,0,652
128,0,1,M01,8733,10711,10255,78,10333,-378,0,378
126,6,3,M02,8686,10769,10258,13,10271,-498,0,498
129,4,4,M03,8765,10732,10258,26,10284,-448,0,448
126,6,4,M06,8686,10769,10271,32,10303,-466,0,466
137,7,0,M02,9449,12147,10271,31,10302,-1845,0,1845
103,2,4,M08,7737,10580,10272,90,10362,-218,0,218
109,7,7,M09,7912,10610,10280,48,10328,-282,0,282
112,5,6,M00,8016,10499,10280,47,10327,-172,0,172
118,8,2,M03,8426,11415,10284,76,10360,-1055,0,1055
107,5,8,M04,7893,10376,10287,6,10293,-83,0,83
129,4,5,M04,8765,10732,10293,69,10362,-370,0,370
136,4,0,M02,9385,11352,10302,14,10316,-1036,0,1036
126,6,5,M05,8686,10769,10303,21,10324,-445,0,445
104,3,2,M00,7744,11023,10327,71,10398,-625,0,625
112,5,7,M06,8016,10499,10327,65,10392,-107,0,107
126,6,6,M09,8686,10769,10328,32,10360,-409,0,409
128,0,2,M02,8733,10711,10333,9,10342,-369,0,369
130,0,1,M01,8954,10932,10333,78,10411,-521,0,521
107,5,9,M07,7893,10376,10336,25,10361,-15,0,15
131,1,1,M02,8963,11516,10342,90,10432,-1084,0,1084
128,0,3,M03,8733,10711,10360,36,10396,-315,0,315
109,7,8,M07,7912,10610,10361,36,10397,-213,0,213
103,2,5,M05,7737,10580,10362,10,10372,-208,0,208
129,4,6,M08,8765,10732,10362,21,10383,-349,0,349
118,8,3,M05,8426,11415,10372,51,10423,-992,0,992
126,6,7,M08,8686,10769,10383,89,10472,-297,0,297
112,5,8,M04,8016,10499,10392,6,10398,-101,0,101
121,5,3,M03,8548,11031,10396,95,10491,-540,0,540
103,2,6,M07,7737,10580,10397,12,10409,-171,0,171
128,0,4,M04,8733,10711,10398,49,10447,-264,0,264
136,4,1,M00,9385,11352,10398,6,10404,-948,0,948
127,7,1,M00,8711,11409,10404,86,10490,-919,0,919
103,2,7,M06,7737,10580,10409,89,10498,-82,0,82
129,4,7,M07,8765,10732,10409,49,10458,-274,0,274
116,1,5,M01,8324,10877,10411,28,10439,-438,0,438
130,0,2,M02,8954,10932,10432,9,10441,-491,0,491
132,6,0,M01,9227,11310,10439,46,10485,-825,0,825
118,8,4,M02,8426,11415,10441,85,10526,-889,0,889
104,3,3,M04,7744,11023,10447,99,10546,-477,0,477
128,0,5,M05,8733,10711,10447,11,10458,-253,0,253
112,5,9,M07,8016,10499,10460,25,10485,-14,0,14
100,8,9,M08,7558,10547,10472,74,10546,-1,0,1
126,6,8,M07,8686,10769,10485,30,10515,-254,0,254
136,4,2,M01,9385,11352,10485,22,10507,-845,0,845
132,6,1,M00,9227,11310,10490,37,10527,-783,0,783
130,0,3,M03,8954,10932,10491,36,10527,-405,0,405
103,2,8,M09,7737,10580,10498,45,10543,-37,0,37
128,0,6,M06,8733,10711,10498,62,10560,-151,0,151
124,3,0,M01,8600,11879,10507,81,10588,-1291,0,1291
136,4,3,M05,9385,11352,10507,61,10568,-784,0,784
106,9,9,M07,7880,10583,10515,45,10560,-23,0,23
135,5,0,M02,9328,11811,10526,84,10610,-1201,0,1201
125,2,1,M00,8671,11514,10527,85,10612,-902,0,902
109,7,9,M03,7912,10610,10531,79,10610,0,0,0
129,4,8,M09,8765,10732,10543,72,10615,-117,0,117
121,5,4,M08,8548,11031,10546,48,10594,-437,0,437
103,2,9,M04,7737,10580,10547,33,10580,0,0,0
104,3,4,M06,7744,11023,10560,9,10569,-454,0,454
128,0,7,M07,8733,10711,10560,56,10616,-95,0,95
116,1,6,M06,8324,10877,10569,46,10615,-262,0,262
130,0,4,M04,8954,10932,10580,49,10629,-303,0,303
146,3,0,M01,10074,13353,10588,81,10669,-2684,0,2684
104,3,5,M08,7744,11023,10594,52,10646,-377,0,377
117,2,3,M02,8410,11253,10610,74,10684,-569,0,569
136,4,4,M03,9385,11352,10610,26,10636,-716,0,716
140,0,0,M00,9614,11592,10612,29,10641,-951,0,951
116,1,7,M05,8324,10877,10615,46,10661,-216,0,216
118,8,5,M09,8426,11415,10615,11,10626,-789,0,789
111,9,9,M07,7975,10678,10616,45,10661,-17,0,17
118,8,6,M06,8426,11415,10626,40,10666,-749,0,749
131,1,2,M04,8963,11516,10629,75,10704,-812,0,812
120,1,4,M03,8538,11091,10636,69,10705,-386,0,386
134,8,0,M00,9284,12273,10641,76,10717,-1556,0,1556
128,0,8,M08,8733,10711,10646,44,10690,-21,0,21
116,1,8,M07,8324,10877,10661,72,10733,-144,0,144
130,0,5,M05,8954,10932,10661,11,10672,-260,0,260
127,7,2,M01,8711,11409,10669,46,10715,-694,0,694
129,4,9,M06,8765,10732,10679,53,10732,0,0,0
124,3,1,M02,8600,11879,10684,95,10779,-1100,0,1100
122,9,4,M08,8558,11261,10690,64,10754,-507,0,507
128,0,9,M09,8733,10711,10690,21,10711,0,0,0
113,7,9,M03,8089,10787,10708,79,10787,0,0,0
121,5,5,M09,8548,11031,10711,72,10783,-248,0,248
126,6,9,M04,8686,10769,10714,55,10769,0,0,0
120,1,5,M01,8538,11091,10715,28,10743,-348,0,348
127,7,3,M05,8711,11409,10715,74,10789,-620,0,620
119,3,2,M00,8521,11800,10717,71,10788,-1012,0,1012
130,0,6,M06,8954,10932,10732,62,10794,-138,0,138
104,3,6,M07,7744,11023,10733,85,10818,-205,0,205
135,5,1,M01,9328,11811,10743,2,10745,-1066,0,1066
139,9,0,M01,9551,12254,10745,85,10830,-1424,0,1424
117,2,4,M08,8410,11253,10754,90,10844,-409,0,409
136,4,5,M04,9385,11352,10769,69,10838,-514,0,514
122,9,5,M09,8558,11261,10783,76,10859,-402,0,402
125,2,2,M03,8671,11514,10787,39,10826,-688,0,688
121,5,6,M00,8548,11031,10788,47,10835,-196,0,196
135,5,2,M05,9328,11811,10789,52,10841,-970,0,970
120,1,6,M06,8538,11091,10794,46,10840,-251,0,251
130,0,7,M07,8954,10932,10818,56,10874,-58,0,58
104,3,7,M03,7744,11023,10826,98,10924,-99,0,99
125,2,3,M02,8671,11514,10826,74,10900,-614,0,614
140,0,1,M01,9614,11592,10830,78,10908,-684,0,684
124,3,2,M00,8600,11879,10835,71,10906,-973,0,973
119,3,3,M04,8521,11800,10838,99,10937,-863,0,863
121,5,7,M06,8548,11031,10840,65,10905,-126,0,126
116,1,9,M08,8324,10877,10844,30,10874,-3,0,3
117,2,5,M05,8410,11253,10844,10,10854,-399,0,399
120,1,7,M05,8538,11091,10854,46,10900,-191,0,191
131,1,3,M09,8963,11516,10859,11,10870,-646,0,646
117,2,6,M07,8410,11253,10874,12,10886,-367,0,367
130,0,8,M08,8954,10932,10874,44,10918,-14,0,14
120,1,8,M07,8538,11091,10900,72,10972,-119,0,119
122,9,6,M05,8558,11261,10900,47,10947,-314,0,314
144,5,0,M02,10016,12499,10900,84,10984,-1515,0,1515
117,2,7,M06,8410,11253,10905,89,10994,-259,0,259
137,7,1,M00,9449,12147,10906,86,10992,-1155,0,1155
141,9,0,M01,9675,12378,10908,85,10993,-1385,0,1385
125,2,4,M08,8671,11514,10918,90,11008,-506,0,506
130,0,9,M09,8954,10932,10918,21,10939,7,7,0
132,6,2,M03,9227,11310,10924,61,10985,-325,0,325
121,5,8,M04,8548,11031,10937,6,10943,-88,0,88
104,3,8,M09,7744,11023,10939,22,10961,-62,0,62
127,7,4,M04,8711,11409,10943,32,10975,-434,0,434
124,3,3,M04,8600,11879,10975,99,11074,-805,0,805
104,3,9,M05,7744,11023,10980,43,11023,0,0,0
123,8,2,M03,8566,11555,10985,76,11061,-494,0,494
132,6,3,M02,9227,11310,10985,13,10998,-312,0,312
143,1,0,M00,9926,12479,10992,43,11035,-1444,0,1444
144,5,1,M01,10016,12499,10993,2,10995,-1504,0,1504
117,2,8,M09,8410,11253,10994,45,11039,-214,0,214
119,3,4,M06,8521,11800,10994,9,11003,-797,0,797
137,7,2,M01,9449,12147,10995,46,11041,-1106,0,1106
146,3,1,M02,10074,13353,10998,95,11093,-2260,0,2260
132,6,4,M06,9227,11310,11003,32,11035,-275,0,275
121,5,9,M07,8548,11031,11006,25,11031,0,0,0
136,4,6,M08,9385,11352,11008,21,11029,-323,0,323
125,2,5,M05,8671,11514,11023,10,11033,-481,0,481
136,4,7,M07,9385,11352,11031,49,11080,-272,0,272
127,7,5,M06,8711,11409,11035,88,11123,-286,0,286
132,6,5,M05,9227,11310,11035,21,11056,-254,0,254
142,8,0,M00,9807,12796,11035,76,11111,-1685,0,1685
138,3,0,M01,9513,12792,11041,81,11122,-1670,0,1670
132,6,6,M09,9227,11310,11056,32,11088,-222,0,222
120,1,9,M08,8538,11091,11061,30,11091,0,0,0
122,9,7,M03,8558,11261,11061,52,11113,-148,0,148
123,8,3,M05,8566,11555,11061,51,11112,-443,0,443
125,2,6,M07,8671,11514,11080,12,11092,-422,0,422
136,4,8,M09,9385,11352,11088,72,11160,-192,0,192
132,6,7,M08,9227,11310,11091,89,11180,-130,0,130
118,8,7,M07,8426,11415,11092,89,11181,-234,0,234
140,0,2,M02,9614,11592,11093,9,11102,-490,0,490
141,9,1,M00,9675,12378,11111,13,11124,-1254,0,1254
123,8,4,M02,8566,11555,11112,85,11197,-358,0,358
144,5,2,M05,10016,12499,11112,52,11164,-1335,0,1335
122,9,8,M04,8558,11261,11113,90,11203,-58,0,58
131,1,4,M03,8963,11516,11113,69,11182,-334,0,334
133,2,0,M01,9279,12122,11122,91,11213,-909,0,909
125,2,7,M06,8671,11514,11123,89,11212,-302,0,302
146,3,2,M00,10074,13353,11124,71,11195,-2158,0,2158
137,7,3,M05,9449,12147,11164,74,11238,-909,0,909
127,7,6,M08,8711,11409,11180,19,11199,-210,0,210
132,6,8,M07,9227,11310,11181,30,11211,-99,0,99
135,5,3,M03,9328,11811,11182,95,11277,-534,0,534
139,9,1,M00,9551,12254,11195,13,11208,-1046,0,1046
123,8,5,M09,8566,11555,11197,11,11208,-347,0,347
143,1,1,M02,9926,12479,11197,90,11287,-1192,0,1192
119,3,5,M08,8521,11800,11199,52,11251,-549,0,549
127,7,7,M09,8711,11409,11208,48,11256,-153,0,153
123,8,6,M06,8566,11555,11212,40,11252,-303,0,303
131,1,5,M01,8963,11516,11213,28,11241,-275,0,275
133,2,1,M00,9279,12122,11213,85,11298,-824,0,824
122,9,9,M07,8558,11261,11216,45,11261,0,0,0
117,2,9,M04,8410,11253,11220,33,11253,0,0,0
134,8,1,M01,9284,12273,11241,69,11310,-963,0,963
131,1,6,M06,8963,11516,11252,46,11298,-218,0,218
132,6,9,M04,9227,11310,11255,55,11310,0,0,0
125,2,8,M09,8671,11514,11256,45,11301,-213,0,213
127,7,8,M07,8711,11409,11261,36,11297,-112,0,112
135,5,4,M08,9328,11811,11277,48,11325,-486,0,486
140,0,3,M03,9614,11592,11277,36,11313,-279,0,279
139,9,2,M02,9551,12254,11287,61,11348,-906,0,906
123,8,7,M07,8566,11555,11297,89,11386,-169,0,169
131,1,7,M05,8963,11516,11298,46,11344,-172,0,172
136,4,9,M06,9385,11352,11299,53,11352,0,0,0
118,8,8,M04,8426,11415,11310,26,11336,-79,0,79
145,6,0,M01,10023,12106,11310,46,11356,-750,0,750
135,5,5,M09,9328,11811,11325,72,11397,-414,0,414
127,7,9,M03,8711,11409,11330,79,11409,0,0,0
140,0,4,M04,9614,11592,11336,49,11385,-207,0,207
118,8,9,M08,8426,11415,11338,74,11412,-3,0,3
138,3,1,M02,9513,12792,11348,95,11443,-1349,0,1349
139,9,3,M06,9551,12254,11352,7,11359,-895,0,895
142,8,1,M01,9807,12796,11356,69,11425,-1371,0,1371
145,6,1,M00,10023,12106,11356,37,11393,-713,0,713
124,3,4,M06,8600,11879,11359,9,11368,-511,0,511
140,0,5,M05,9614,11592,11385,11,11396,-196,0,196
123,8,8,M04,8566,11555,11386,26,11412,-143,0,143
131,1,8,M07,8963,11516,11386,72,11458,-58,0,58
140,0,6,M06,9614,11592,11396,62,11458,-134,0,134
135,5,6,M00,9328,11811,11397,47,11444,-367,0,367
145,6,2,M03,10023,12106,11409,61,11470,-636,0,636
123,8,9,M08,8566,11555,11412,74,11486,-69,0,69
137,7,4,M04,9449,12147,11412,32,11444,-703,0,703
138,3,2,M00,9513,12792,11444,71,11515,-1277,0,1277
137,7,5,M06,9449,12147,11458,88,11546,-601,0,601
140,0,7,M07,9614,11592,11458,56,11514,-78,0,78
134,8,2,M03,9284,12273,11470,76,11546,-727,0,727
145,6,3,M02,10023,12106,11470,13,11483,-623,0,623
125,2,9,M04,8671,11514,11481,33,11514,0,0,0
141,9,2,M02,9675,12378,11483,61,11544,-834,0,834
131,1,9,M08,8963,11516,11486,30,11516,0,0,0
119,3,6,M07,8521,11800,11514,85,11599,-201,0,201
146,3,3,M04,10074,13353,11514,99,11613,-1740,0,1740
140,0,8,M08,9614,11592,11516,44,11560,-32,0,32
133,2,2,M03,9279,12122,11546,39,11585,-537,0,537
134,8,3,M05,9284,12273,11546,51,11597,-676,0,676
135,5,7,M06,9328,11811,11546,65,11611,-200,0,200
124,3,5,M08,8600,11879,11560,52,11612,-267,0,267
140,0,9,M09,9614,11592,11571,21,11592,0,0,0
133,2,3,M02,9279,12122,11585,74,11659,-463,0,463
119,3,7,M03,8521,11800,11599,98,11697,-103,0,103
145,6,4,M06,10023,12106,11611,32,11643,-463,0,463
124,3,6,M07,8600,11879,11612,85,11697,-182,0,182
139,9,4,M08,9551,12254,11612,64,11676,-578,0,578
135,5,8,M04,9328,11811,11613,6,11619,-192,0,192
143,1,2,M04,9926,12479,11619,75,11694,-785,0,785
145,6,5,M05,10023,12106,11643,21,11664,-442,0,442
146,3,4,M06,10074,13353,11643,9,11652,-1701,0,1701
141,9,3,M06,9675,12378,11652,7,11659,-719,0,719
134,8,4,M02,9284,12273,11659,85,11744,-529,0,529
145,6,6,M09,10023,12106,11664,32,11696,-410,0,410
137,7,6,M08,9449,12147,11676,19,11695,-452,0,452
138,3,3,M04,9513,12792,11694,99,11793,-999,0,999
133,2,4,M08,9279,12122,11695,90,11785,-337,0,337
143,1,3,M09,9926,12479,11696,11,11707,-772,0,772
124,3,7,M03,8600,11879,11697,98,11795,-84,0,84
119,3,8,M09,8521,11800,11707,22,11729,-71,0,71
139,9,5,M09,9551,12254,11729,76,11805,-449,0,449
119,3,9,M05,8521,11800,11757,43,11800,0,0,0
141,9,4,M08,9675,12378,11785,64,11849,-529,0,529
135,5,9,M07,9328,11811,11786,25,11811,0,0,0
138,3,4,M06,9513,12792,11793,9,11802,-990,0,990
144,5,3,M03,10016,12499,11795,95,11890,-609,0,609
133,2,5,M05,9279,12122,11800,10,11810,-312,0,312
124,3,8,M09,8600,11879,11805,22,11827,-52,0,52
133,2,6,M07,9279,12122,11811,12,11823,-299,0,299
134,8,5,M09,9284,12273,11827,11,11838,-435,0,435
124,3,9,M05,8600,11879,11836,43,11879,0,0,0
134,8,6,M06,9284,12273,11838,40,11878,-395,0,395
141,9,5,M09,9675,12378,11849,76,11925,-453,0,453
145,6,7,M08,10023,12106,11849,89,11938,-168,0,168
133,2,7,M06,9279,12122,11878,89,11967,-155,0,155
134,8,7,M07,9284,12273,11878,89,11967,-306,0,306
139,9,6,M05,9551,12254,11879,47,11926,-328,0,328
143,1,4,M03,9926,12479,11890,69,11959,-520,0,520
137,7,7,M09,9449,12147,11925,48,11973,-174,0,174
141,9,6,M05,9675,12378,11926,47,11973,-405,0,405
144,5,4,M08,10016,12499,11938,48,11986,-513,0,513
139,9,7,M03,9551,12254,11959,52,12011,-243,0,243
143,1,5,M01,9926,12479,11959,28,11987,-492,0,492
134,8,8,M04,9284,12273,11967,26,11993,-280,0,280
145,6,8,M07,10023,12106,11967,30,11997,-109,0,109
133,2,8,M09,9279,12122,11973,45,12018,-104,0,104
138,3,5,M08,9513,12792,11986,52,12038,-754,0,754
143,1,6,M06,9926,12479,11987,46,12033,-446,0,446
137,7,8,M07,9449,12147,11997,36,12033,-114,0,114
141,9,7,M03,9675,12378,12011,52,12063,-315,0,315
144,5,5,M09,10016,12499,12018,72,12090,-409,0,409
145,6,9,M04,10023,12106,12031,55,12086,-20,0,20
143,1,7,M05,9926,12479,12033,46,12079,-400,0,400
138,3,6,M07,9513,12792,12038,85,12123,-669,0,669
146,3,5,M08,10074,13353,12038,52,12090,-1263,0,1263
137,7,9,M03,9449,12147,12068,79,12147,0,0,0
133,2,9,M04,9279,12122,12086,33,12119,-3,0,3
144,5,6,M00,10016,12499,12090,47,12137,-362,0,362
139,9,8,M04,9551,12254,12119,90,12209,-45,0,45
146,3,6,M07,10074,13353,12123,85,12208,-1145,0,1145
144,5,7,M06,10016,12499,12137,65,12202,-297,0,297
134,8,9,M08,9284,12273,12199,74,12273,0,0,0
146,3,7,M03,10074,13353,12208,98,12306,-1047,0,1047
139,9,9,M07,9551,12254,12209,45,12254,0,0,0
144,5,8,M04,10016,12499,12209,6,12215,-284,0,284
141,9,8,M04,9675,12378,12215,90,12305,-73,0,73
143,1,8,M07,9926,12479,12254,72,12326,-153,0,153
142,8,2,M03,9807,12796,12306,76,12382,-414,0,414
146,3,8,M09,10074,13353,12306,22,12328,-1025,0,1025
141,9,9,M07,9675,12378,12333,45,12378,0,0,0
138,3,7,M03,9513,12792,12382,98,12480,-312,0,312
142,8,3,M05,9807,12796,12382,51,12433,-363,0,363
142,8,4,M02,9807,12796,12433,85,12518,-278,0,278
143,1,9,M08,9926,12479,12449,30,12479,0,0,0
144,5,9,M07,10016,12499,12474,25,12499,0,0,0
138,3,8,M09,9513,12792,12480,22,12502,-290,0,290
142,8,5,M09,9807,12796,12518,11,12529,-267,0,267
142,8,6,M06,9807,12796,12567,40,12607,-189,0,189
142,8,7,M07,9807,12796,12607,89,12696,-100,0,100
142,8,8,M04,9807,12796,12696,26,12722,-74,0,74
142,8,9,M08,9807,12796,12722,74,12796,0,0,0
138,3,9,M05,9513,12792,12749,43,12792,0,0,0
146,3,9,M05,10074,13353,13310,43,13353,0,0,0
